"S","Y","H","consumption"
"synthetic",0.12,-0.693920103796118,10.2109709597741
"synthetic",0.18,-0.576511333703279,9.89771388570328
"synthetic",0.21,-0.450411947133961,10.0177755989377
"synthetic",0.74,1.49467359337233,9.73670183562332
"synthetic",0.74,1.18257197123468,9.82406009338392
"synthetic",0.73,1.32470158585503,9.69823374150286
"synthetic",0.84,1.52872099795661,9.81399974524535
"synthetic",0.71,1.10380542980791,9.83152707754637
"synthetic",0.75,1.31825678702498,9.8510461898308
"synthetic",0.77,1.46200538075494,9.72653919049138
"synthetic",0.11,-0.803773694379806,10.060680753217
"synthetic",0.1,-0.829525245048624,10.0832332033853
"synthetic",0.82,1.36887537149217,9.82255390447325
"synthetic",0.91,1.87822348048684,9.80676141957123
"synthetic",0.09,-0.863271068094498,10.1493219428868
"synthetic",0.83,1.46798317384424,9.79917748323019
"synthetic",0.2,-0.483368676641152,9.88232416388652
"synthetic",0.82,1.5134487083296,9.79991092657136
"synthetic",0.09,-0.814645086433684,9.87005093855758
"synthetic",0.12,-0.865827040966737,10.0637191757594
"synthetic",0.8,1.61982882212477,9.82376305594682
"synthetic",0.14,-0.715754863888469,9.90743755350051
"synthetic",0.85,1.60942464747636,9.84082206783678
"synthetic",0.75,1.3041593720422,9.77609076450952
"synthetic",0.12,-0.719535357122597,9.92042359808791
"synthetic",0.25,-0.282142095916543,9.92011245698695
"synthetic",0.83,1.74646798564599,9.74820455870618
"synthetic",0.09,-0.95980461441429,9.96893563304367
"synthetic",0.09,-0.949125644270619,9.92642987282529
"synthetic",0.81,1.55019284990776,9.79533233672812
"synthetic",0.76,1.65170260596682,9.54740980747079
"synthetic",0.81,1.87318486624691,9.79145803856546
"synthetic",0.83,1.81042310317441,9.81941096285362
"synthetic",0.28,-0.221760513150884,9.92216094260643
"synthetic",0.83,1.61302879460075,9.84166959813189
"synthetic",0.88,1.94832339481997,9.66244414990114
"synthetic",0.88,1.79843376829923,9.76603318491903
"synthetic",0.11,-0.95986777943764,9.98790974878261
"synthetic",0.84,1.68298254867915,9.27445906622925
"synthetic",0.87,1.78460149479232,9.59522496437391
"synthetic",0.24,-0.326149853895571,9.91524299051704
"synthetic",0.19,-0.547138074416395,10.1292147944953
"synthetic",0.18,-0.606888850694826,10.0411958420928
"synthetic",0.13,-0.721230358658089,9.9337738661693
"synthetic",0.91,2.1067630779245,9.84473217258829
"synthetic",0.24,-0.367894983811574,9.87826789678603
"synthetic",0.84,1.48294206587454,9.81714342447732
"synthetic",0.18,-0.51122498539412,9.85860836820039
"synthetic",0.18,-0.506873790282177,9.96743284965542
"synthetic",0.73,0.981968975881624,9.83822627026965
"synthetic",0.84,1.37403695385092,9.78913819026557
"synthetic",0.18,-0.482415873885718,9.93006101716605
"synthetic",0.91,1.69338235361936,9.81399013335736
"synthetic",0.24,-0.357901379574872,9.86620836745934
"synthetic",0.11,-0.705581650378319,9.91224189465555
"synthetic",0.07,-1.00148975754192,9.94005017630216
"synthetic",0.16,-0.56207031057266,9.87177494228004
"synthetic",0.71,1.16270814849,9.84484826332955
"synthetic",0.82,1.38212233458882,9.75319130008489
"synthetic",0.09,-0.871987307894976,10.1017728857513
"synthetic",0.73,1.37152850216249,9.60567037369769
"synthetic",0.16,-0.633379007599421,9.95750103058595
"synthetic",0.94,1.40672935810763,9.58847817578159
"synthetic",0.75,1.36235977553421,9.82507817009115
"synthetic",0.75,1.27681527747029,9.42971401360225
"synthetic",0.13,-0.714274543753397,9.92142195677639
"synthetic",0.76,1.35150517618079,9.82565427564422
"synthetic",0.84,1.56072713928277,9.71551069871485
"synthetic",0.15,-0.571737155428694,9.96288338661381
"synthetic",0.21,-0.36805099215438,9.91402703143497
"synthetic",0.82,1.5134487083296,9.77607689884177
"synthetic",0.06,-0.89245779258454,9.99507704073497
"synthetic",0.72,1.4407687292631,9.75710846722968
"synthetic",0.18,-0.594322698190679,9.91882316717234
"synthetic",0.67,1.15836042561852,9.74785877891313
"synthetic",0.28,-0.223431429041306,10.0317454823459
"synthetic",0.66,1.12280191680201,9.79382460893065
"synthetic",0.73,1.40455296753785,9.69029233785512
"synthetic",0.76,1.38058423742751,9.75564044968426
"synthetic",0.87,1.65524087407703,9.70643592966365
"synthetic",0.89,1.71821576273668,9.82185776254574
"synthetic",0.88,1.7224392353829,9.68214620927677
"synthetic",0.83,1.63086841292288,9.71187093804128
"synthetic",0.76,1.56987274801439,9.82070253020987
"synthetic",0.13,-0.70746251292657,9.95427460552387
"synthetic",0.75,1.25054957798723,9.61129382044076
"synthetic",0.71,1.15045345188944,9.72712391516484
"synthetic",0.75,1.57526156602434,9.80357117500389
"synthetic",0.65,1.20102608341827,9.72198932858565
"synthetic",0.2,-0.527750456120851,9.96749083524432
"synthetic",0.11,-0.820274777628065,10.1033797490238
"synthetic",0.11,-0.88423628401113,10.1197108861576
"synthetic",0.31,-0.117981526492696,9.87341305680067
"synthetic",0.84,1.54465202130404,9.6105821617567
"synthetic",0.88,1.49937160326335,9.54776263151304
"synthetic",0.87,1.51343419216156,9.61168894585506
"synthetic",0.83,1.66771730984476,9.70662904757915
"synthetic",0.2,-0.457930719459596,9.86835126798628
"synthetic",0.16,-0.514558078556269,9.90234559215375
"synthetic",0.3,-0.152142912225902,9.8556450202764
"synthetic",0.94,1.9775462811138,9.67632096604372
"synthetic",0.85,1.55978770411604,9.74123375332939
"synthetic",0.13,-0.808707043795727,9.99642613681827
"synthetic",0.72,1.1697302247377,9.84274182963725
"synthetic",0.11,-0.846437041560314,10.1840405625648
"synthetic",0.25,-0.318659485384174,9.85752234948212
"synthetic",0.85,1.77623956816612,9.20919665177126
"synthetic",0.14,-0.723113778861221,9.89175275742637
"synthetic",0.25,-0.287202436542598,10.0306898890478
"synthetic",0.17,-0.556137068703476,9.86868884476469
"synthetic",0.81,1.37962200599333,9.69023843197852
"synthetic",0.8,1.1749352070273,9.71834455829073
"synthetic",0.85,1.77623956816612,9.85143451237799
"synthetic",0.84,1.57712858064212,9.6752278476199
"synthetic",0.75,1.37769700532479,9.73637525417574
"synthetic",0.13,-0.817812641177907,9.98550370231624
"synthetic",0.1,-0.790306722620475,10.0990365072308
"synthetic",0.84,1.70197422933394,9.81902009612586
"synthetic",0.88,1.81845862301882,9.7108754558526
"synthetic",0.8,1.53023600707462,9.75252929753543
"synthetic",0.86,1.60704474819774,9.84480042024987
"synthetic",0.84,1.59386638377208,9.68980079243237
"synthetic",0.16,-0.572097936883098,9.96715276764829
"synthetic",0.14,-0.638618972476384,10.2899522622577
"synthetic",0.26,-0.251022410322454,9.89221023713609
"synthetic",0.92,1.81262673863503,9.43499988301758
"synthetic",0.87,1.78460149479232,9.72683357649649
"synthetic",0.85,1.95593762836559,9.71601980805375
"synthetic",0.94,1.89510836508296,9.6320673922942
"synthetic",0.92,1.91133866115492,9.66629422564886
"synthetic",0.87,1.51343419216156,9.75390049949477
"synthetic",0.84,1.3998999456143,9.76743031640296
"synthetic",0.88,1.7224392353829,9.75238800753019
"synthetic",0.81,1.59917913780101,9.58728764561343
"synthetic",0.85,1.77623956816612,9.6481773728448
"synthetic",0.82,1.35587035993254,9.694152700751
"synthetic",0.9,1.99697158237033,9.54467828735247
"synthetic",0.93,1.88299481504362,9.73266123409611
"synthetic",0.88,1.7224392353829,9.70092207265183
"synthetic",0.87,1.51343419216156,9.609356540196
"synthetic",0.88,1.88121610696286,9.76177107923893
"synthetic",0.22,-0.413722111870966,9.97616089537571
"synthetic",0.81,1.31469277208413,9.75531388035665
"synthetic",0.83,1.87908589168045,9.78932408139236
"synthetic",0.87,1.6215561751394,9.57269401505444
"synthetic",0.89,1.7005834456768,9.75022903646137
"synthetic",0.83,1.49799287088007,9.73054128505302
"synthetic",0.85,2.00651064876642,9.75833656943198
"synthetic",0.97,2.09956310852303,9.55396830701844
"synthetic",0.84,1.84749882745454,9.63848921647732
"synthetic",0.86,1.75073644151568,9.77705113186006
"synthetic",0.22,-0.538471840482911,9.86395653343043
"synthetic",0.89,1.6017381236373,9.60755217916411
"synthetic",0.86,1.9695186762171,9.57372387640021
"synthetic",0.86,1.71779592178193,9.51106087714389
"synthetic",0.86,1.39536399283249,9.70524071836264
"synthetic",0.81,1.43617165855116,9.69304998557384
"synthetic",0.76,1.42769163029923,9.57238210958347
"synthetic",0.77,1.56854122519999,9.5054750247571
"synthetic",0.24,-0.406561782192176,9.88904528670395
"synthetic",0.76,1.41164941811066,9.69392645057635
"synthetic",0.78,1.58603684805388,9.68075462247188
"synthetic",0.13,-0.735591942767092,9.98939247511713
"synthetic",0.09,-0.807063607392619,9.87574663892551
"synthetic",0.77,1.24820968318529,9.39951995048552
"synthetic",0.7,1.11884577927411,9.78089058029362
"synthetic",0.87,1.49911610155825,9.64234008165466
"synthetic",0.89,1.61674982792888,9.65154815919497
"synthetic",0.75,1.36235977553421,9.64716326744916
"synthetic",0.79,1.3332731004594,9.67563382907735
"synthetic",0.09,-0.7501361514647,9.87256109673267
"synthetic",0.81,1.79265631934947,9.67255975411108
"synthetic",0.71,1.28533986997783,9.81142687254019
"synthetic",0.73,1.53323966725603,9.70543073392639
"synthetic",0.82,1.71064631991821,9.81857443430884
"synthetic",0.81,1.36614838267852,9.77934995774654
"synthetic",0.75,1.37769700532479,9.69910010607382
"synthetic",0.32,-0.0870506852364093,10.039531910505
"synthetic",0.22,-0.413861811731423,10.2593786932876
"synthetic",0.2,-0.569188201069679,9.96622684861673
"synthetic",0.24,-0.382293470546017,10.1208104466448
"synthetic",0.15,-0.674708856737264,9.94594146475406
"synthetic",0.17,-0.623835501683722,10.2430799164936
"synthetic",0.27,-0.342794308499483,10.2780591073417
"synthetic",0.25,-0.444541555083539,10.1665578477533
"synthetic",0.18,-0.582316236767575,9.98389849168298
"synthetic",0.75,1.54278412375394,9.83245402610972
"synthetic",0.14,-0.729180433518957,10.0016665713803
"synthetic",0.17,-0.587843860627438,9.97131913801225
"synthetic",0.2,-0.596222875829117,9.87405331089596
"synthetic",0.12,-0.754596044234295,10.3244474881621
"synthetic",0.33,-0.055549291408054,9.94018442542939
"synthetic",0.91,2.08150620485223,9.71884823368066
"synthetic",0.27,-0.279281162528687,10.4432537276966
"synthetic",0.17,-0.587843860627438,9.93692383974308
"synthetic",0.15,-0.630251180065901,9.9250812373083
"synthetic",0.14,-0.662692791655775,10.0283243842141
"synthetic",0.19,-0.564137385661728,10.1317280143804
"synthetic",0.72,1.26492184745962,9.79679444364104
"synthetic",0.06,-1.04118348309555,9.90653923905683
"synthetic",0.13,-0.77760222631103,9.89737751798418
"synthetic",0.24,-0.396097302670416,10.1300197309628
"synthetic",0.89,1.68329830081608,9.77844768323361
"synthetic",0.15,-0.695028814552667,9.89039439755594
"synthetic",0.68,1.16625984680517,9.60579532387397
"synthetic",0.84,1.49829004183608,9.76484232526967
"synthetic",0.89,2.13638377338635,9.62400859133728
"synthetic",0.12,-0.846466779525892,10.2927980703809
"synthetic",0.19,-0.516332856826042,9.92339615996989
"synthetic",0.1,-0.83853656432844,10.0274963070136
"synthetic",0.86,1.87593863010234,9.77612381948594
"synthetic",0.29,-0.202369318181162,9.86072000209796
"synthetic",0.9,1.86540561100127,9.74088015405156
"synthetic",0.27,-0.266017910654123,10.0396010335042
"synthetic",0.86,1.79062680714125,9.67113861438666
"synthetic",0.26,-0.36270418133701,10.1484652140812
"synthetic",0.86,1.85387980008658,9.29994172703608
"synthetic",0.25,-0.315939999354633,9.91320106311568
"synthetic",0.36,0.0474158736052826,10.0076847062039
"synthetic",0.85,1.55978770411604,9.76534857466786
"synthetic",0.87,1.69030672859753,9.74510550469923
"synthetic",0.93,1.84408337764416,9.75925987233046
"synthetic",0.89,1.45960655721833,9.65082052184284
"synthetic",0.77,1.47877978485291,9.83434972076616
"synthetic",0.84,1.42758761808475,9.74825656933917
"synthetic",0.09,-0.799424925551083,9.90264422828817
"synthetic",0.21,-0.446330731262158,9.86680887909789
"synthetic",0.85,1.86188677902259,9.7945272494389
"synthetic",0.8,1.58476875668398,9.80719678469058
"synthetic",0.28,-0.233129554170898,9.88843726535264
"synthetic",0.15,-0.667958048073281,10.1354334214091
"synthetic",0.13,-0.745746607406617,10.003461467333
"synthetic",0.22,-0.406658783418716,10.0322295033503
"synthetic",0.29,-0.184333409873611,9.86795883588103
"synthetic",0.31,-0.137567265246604,9.9663644155639
"synthetic",0.12,-0.580405000145976,9.87180175546903
"synthetic",0.84,1.46492444522654,9.77555030489267
"synthetic",0.17,-0.49563188105937,9.973176574883
"synthetic",0.21,-0.385032364314166,9.93129278920536
"synthetic",0.16,-0.576648049358175,9.96295534739797
"synthetic",0.78,1.31443928260667,9.83151353985121
"synthetic",0.89,2.01610897588938,9.74259287767085
"synthetic",0.18,-0.547035543477661,9.94565997856316
"synthetic",0.09,-0.866994950178328,10.1413646088722
"synthetic",0.14,-0.689893787747853,10.0699025883997
"synthetic",0.23,-0.355611770821569,10.0866079438227
"synthetic",0.17,-0.525914287813673,9.96913858326746
"synthetic",0.08,-0.89702469275395,10.043279215937
"synthetic",0.2,-0.538891978835756,9.97303147008597
"synthetic",0.78,1.44703504443927,9.79537107255608
"synthetic",0.86,2.07263016502486,9.8509501663306
"synthetic",0.23,-0.42287716805841,10.0220837991135
"synthetic",0.23,-0.411423872035458,9.88015185339482
"synthetic",0.84,1.68298254867915,9.73903568994979
"synthetic",0.85,1.41755616738477,9.61341597384102
"synthetic",0.16,-0.598261130062578,9.86573650108833
"synthetic",0.7,1.31653495177012,9.75563637388665
"synthetic",0.76,1.16082753468509,9.581990872366
"synthetic",0.25,-0.270042559858886,9.85330178606043
"synthetic",0.77,1.44559387516282,9.74747098915011
"synthetic",0.85,1.43953290869563,9.84312633596689
"synthetic",0.77,1.3984226863586,9.84227111134204
"synthetic",0.79,1.25883091413215,9.74085441614935
"synthetic",0.66,1.19170178055124,9.85073678207245
"synthetic",0.71,1.45839650093179,9.7714014319669
"synthetic",0.82,1.69323486622618,9.62832740357843
"synthetic",0.8,1.67861550123342,9.69381655808752
"synthetic",0.93,2.03271065554792,9.74581154167615
"synthetic",0.78,1.37151440152706,9.83426599976968
"synthetic",0.85,1.40937390724566,9.59602074715931
"synthetic",0.76,1.5441035583237,9.84337142568179
"synthetic",0.84,1.45223492712691,9.72121493985689
"synthetic",0.83,1.89879719957507,9.67211910721561
"synthetic",0.78,1.28625851954608,9.68473419152698
"synthetic",0.75,1.21303747810453,9.78028267972102
"synthetic",0.18,-0.84672851505591,9.92981754340295
"synthetic",0.77,2.03283464908285,9.74098080127302
"synthetic",0.88,2.4379258327033,9.83048067167518
"synthetic",0.11,-1.03660948837237,9.89556474592053
"synthetic",0.1,-1.14287670477313,9.89968070630813
"synthetic",0.17,-0.751498321077837,9.96270557894326
"synthetic",0.73,1.57743712825006,9.84059569573571
"synthetic",0.14,-0.885382207233033,9.87621541220964
"synthetic",0.22,-0.437121576811956,9.98540095528151
"synthetic",0.12,-0.923748418461683,9.85464273843592
"synthetic",0.85,2.21112421990764,9.7811744718975
"synthetic",0.88,2.40259559509487,9.74728822618569
"synthetic",0.01,-1.47047598829669,9.88595675478923
"synthetic",0.06,-1.22003164907561,10.0371310360462
"synthetic",0.11,-1.11126294700146,9.93591768366169
"synthetic",0.09,-1.11347989785479,9.96133737226521
"synthetic",0.68,1.44205659095697,9.84936006469291
"synthetic",0.71,1.57378108296123,9.83505573317241
"synthetic",0.12,-0.9999803486417,9.96199992674507
"synthetic",0.16,-0.744039787141412,9.87437338482843
"synthetic",0.18,-0.650302407729733,9.93649005435424
"synthetic",0.15,-0.868323114735587,9.95913630418885
"synthetic",0.17,-0.713973567188251,10.0263985634575
"synthetic",0.09,-1.19033152380819,9.98281540139359
"synthetic",0.12,-0.867708058687925,9.96938775602662
"synthetic",0.74,1.63078219076639,9.78814311822149
"synthetic",0.14,-0.857805891034343,9.8532757044247
"synthetic",0.15,-0.945848135252583,9.87814129863444
"synthetic",0.78,1.87648854771646,9.66169604517101
"synthetic",0.71,1.83930859982337,9.44486624197327
"synthetic",0.06,-1.1884081177264,10.0262995018438
"synthetic",0.77,2.02309050075553,9.61695989161987
"synthetic",0.79,2.19475408624634,9.46453198314876
"synthetic",0.91,2.57271078912578,9.6438291746346
"synthetic",0.84,2.1623277097785,9.24770426916414
"synthetic",0.83,2.01222256348569,9.30449309952055
"synthetic",0.87,2.6402559597616,9.69400315740877
"synthetic",0.81,2.15414198914633,9.72696547433412
"synthetic",0.94,2.56727189478282,9.5679991774675
"synthetic",0.74,1.37790118742344,9.60233508215187
"synthetic",0.88,2.71686002128076,9.80001057007515
"synthetic",0.83,1.97890408519781,9.5484721543384
"synthetic",0.8,2.15225134623079,9.69530308729454
"synthetic",0.74,2.06371599634561,9.64820321496219
"synthetic",0.74,1.8221754340817,9.53366121673046
"synthetic",0.61,1.15863521821362,9.59639148429241
"synthetic",0.23,-0.525030509958002,9.89782771819237
"synthetic",0.78,1.90804312832438,9.53179987951478
"synthetic",0.84,2.10491005294575,9.74659808332911
"synthetic",0.67,1.32007035378409,9.69645821799775
"synthetic",0.76,1.60949720534148,9.78006162370982
"synthetic",0.8,1.59094084056774,9.74371679647312
"synthetic",0.69,1.50716736261207,9.69778453298469
"synthetic",0.77,1.88369002569208,9.68971807880124
"synthetic",0.19,-0.645767051030188,9.87112283790955
"synthetic",0.68,1.5204647290926,9.59333830603433
"synthetic",0.76,1.65170260596682,9.76154566745212
"synthetic",0.84,2.07706884128189,9.79082756547561
"synthetic",0.88,2.47428661792692,9.65760830593225
"synthetic",0.82,2.16797783035062,9.61640900886171
"synthetic",0.86,2.34799922213133,9.70938345499523
"synthetic",0.78,1.96558979202568,9.69921648702877
"synthetic",0.87,1.94956689156731,9.81742742750831
"synthetic",0.92,2.35715396143604,9.52693812046036
"synthetic",0.83,2.07640909237758,9.47619732796619
"synthetic",0.77,1.91427594387384,9.68415490675786
"synthetic",0.92,2.00871146258285,9.37618562834401
"synthetic",0.9,2.35952845801648,9.80971673418178
"synthetic",0.3,-0.197005326458501,10.3232043965246
"synthetic",0.29,-0.24997440606249,10.226505779453
"synthetic",0.13,-0.959943582855475,10.2227337962381
"synthetic",0.19,-0.679124451371644,10.1274821478596
"synthetic",0.25,-0.450636322686242,9.93297410550514
"synthetic",0.22,-0.508187422397565,10.0055658810654
"synthetic",0.18,-0.669161907580855,9.99236792567893
"synthetic",0.08,-1.14871240779597,9.90999436458866
"synthetic",0.77,1.55436209953974,9.7833459148095
"synthetic",0.1,-1.09487635289407,9.94079980134829
"synthetic",0.16,-0.778137421810918,9.9379116239246
"synthetic",0.08,-1.29349841784829,10.0369951777884
"synthetic",0.76,1.73713712733217,9.82410227844535
"synthetic",0.8,2.07788294427793,9.82548314697209
"synthetic",0.84,1.94987175599477,9.63759340813987
"synthetic",0.8,1.85338547086527,9.79422653616021
"synthetic",0.72,1.8068557434931,9.84431305675703
"synthetic",0.22,-0.428407642823548,9.85438685675831
"synthetic",0.18,-0.604175296445459,9.88581750904078
"synthetic",0.18,-0.70137211197855,9.89782329870851
"synthetic",0.77,1.70358046255854,9.63117267005723
"synthetic",0.26,-0.348576962888277,10.1746289155009
"synthetic",0.14,-0.966866580171718,10.0481091012976
"synthetic",0.1,-1.07357650087508,9.92711500200504
"synthetic",0.14,-0.633412338947798,10.1358720247159
"synthetic",0.14,-0.824234951760244,10.1261212082507
"synthetic",0.2,-0.533921738336398,9.98069116769209
"synthetic",0.85,2.19636718381865,9.79094429307647
"synthetic",0.17,-0.67301522625688,10.0022347345586
"synthetic",0.17,-0.611309758586519,10.747971412693
"synthetic",0.24,-0.315982613876741,9.91912413415363
"synthetic",0.72,1.67206911754983,9.61894949083216
"synthetic",0.74,1.40288690087668,9.79133951374166
"synthetic",0.07,-0.861590938967646,10.0422740702904
"synthetic",0.17,-0.535084398862884,9.86945752412706
"synthetic",0.12,-0.875866837152076,9.96744466689656
"synthetic",0.19,-0.585628934542003,9.92011408977008
"synthetic",0.13,-0.586167065965271,10.0661168909777
"synthetic",0.82,1.64097098751391,9.81864608521375
"synthetic",0.88,1.19163652446025,9.7752797989867
"synthetic",0.84,1.66730422108956,9.59246701532597
"synthetic",0.72,1.63337993176133,9.8333568618243
"synthetic",0.1,-0.815324997809284,9.99637318683921
"synthetic",0.1,-0.783217188639907,10.1034398792378
"synthetic",0.08,-0.771718277327901,9.90397307918024
"synthetic",0.09,-0.838203876554366,9.88396840458713
"synthetic",0.11,-0.828801158829215,9.93902133909972
"synthetic",0.25,-0.327169284671863,9.86682022515454
"synthetic",0.74,1.25919421084628,9.69167820738533
"synthetic",0.11,-0.772818555634433,9.86232909598267
"synthetic",0.11,-0.715015918687377,9.95834983184162
"synthetic",0.85,1.66121648233864,9.82160214879157
"synthetic",0.82,1.51574402235391,9.76060543497316
"synthetic",0.35,0.0171994194656828,9.92722525049915
"synthetic",0.95,2.35145672811822,9.40204364515136
"synthetic",0.85,1.45986930169557,9.51203968466086
"synthetic",0.93,2.16727024672698,9.52845633298864
"synthetic",0.88,1.85983498038315,9.72880277678285
"synthetic",0.92,1.77586212866487,9.58139746936097
"synthetic",0.93,2.10419755628887,9.69872457583066
"synthetic",0.89,1.99161126672941,9.80233896587069
"synthetic",0.91,1.83819365498594,9.69304407963045
"synthetic",0.93,1.86334181690654,9.43528246120101
"synthetic",0.88,1.61945412309853,9.70331131488769
"synthetic",0.92,2.04755042457101,9.39712720498576
"synthetic",0.97,1.87187456446149,9.51315634607078
"synthetic",0.24,-0.321079077376328,9.88534396818869
"synthetic",0.22,-0.418016949101283,10.7025049040138
"synthetic",0.13,-0.681566605238204,9.90160218259265
"synthetic",0.15,-0.47449720089042,9.87456419386536
"synthetic",0.81,1.56514196467927,9.7615461176511
"synthetic",0.86,1.89851318900731,9.82907912609096
"synthetic",0.79,1.26236693749319,9.74905874158608
"synthetic",0.77,1.24689522070417,9.76221297745091
"synthetic",0.85,1.95593762836559,9.73113748200275
"synthetic",0.3,-0.142328085769077,9.96863931943796
"synthetic",0.74,1.1263822273857,9.73714364709906
"synthetic",0.21,-0.413070201319471,9.86311772628021
"synthetic",0.81,1.52987919970298,9.72667334149725
"synthetic",0.77,1.28600869209532,9.76589590199819
