"S","Y","H"
"realS",0.23,-0.20508397235253
"realS",0.73,6.22665845295899
"realS",0.82,1.80479671370571
"realS",0.75,3.74594024391302
"realS",0.9,1.96444042408545
"realS",0.2,-0.277138473789005
"realS",0.08,-0.698727356046197
"realS",0.19,-1.05540007298995
"realS",0.18,-0.755620416460974
"realS",0.82,3.09258198344127
"realS",0.85,2.51093970513903
"realS",0.91,2.37628804940417
"realS",0.74,1.968270722624
"realS",0.13,-0.39132147583781
"realS",0.22,-0.204145370228423
"realS",0.22,-0.281298670775298
"realS",0.9,2.06493998393231
"realS",0.87,3.91069668319065
"realS",0.17,-1.08784445919228
"realS",0.71,2.77765973741131
"realS",0.23,-0.569455859690292
"realS",0.19,-0.9100867990374
"realS",0.86,2.55174606716896
"realS",0.19,-0.386899170251272
"realS",0.2,-0.667628663719266
"realS",0.25,-0.189061295387645
"realS",0.75,3.75039980195454
"realS",0.78,0.989077700707394
"realS",0.24,-0.22936909349933
"realS",0.9,4.46926311692841
"realS",0.87,1.79003274215568
"realS",0.19,-0.417258342888832
"realS",0.13,-0.807403013349339
"realS",0.86,1.3193988714099
"realS",0.84,3.17674768403647
"realS",0.85,1.81696534833897
"realS",0.89,2.0972619160038
"realS",0.86,4.94864490278639
"realS",0.24,-0.431407787620319
"realS",0.22,-0.271426994599725
"realS",0.34,0.494029694684563
"realS",0.88,4.08725797705631
"realS",0.81,1.93084020395411
"realS",0.85,2.72506124154336
"realS",0.9,3.52987539545491
"realS",0.93,2.69792930796853
"realS",0.91,3.54098816914019
"realS",0.88,2.57067161040833
"realS",0.88,2.59256285072102
"realS",0.79,2.26738502708496
"realS",0.87,3.39718247485807
"realS",0.8,2.15321156179604
"realS",0.93,5.64604429612967
"realS",0.89,6.21679685134755
"realS",0.87,2.96949387298943
"realS",0.85,3.17711860938819
"realS",0.85,3.14750015054264
"realS",0.2,-2.44220524710591
"realS",0.81,2.0224355675228
"realS",0.8,15.1274056280241
"realS",0.94,2.25598644248152
"realS",0.88,2.3459260558343
"realS",0.78,2.11014834293952
"realS",0.87,2.22809145802219
"realS",0.88,7.0880100862953
"realS",0.85,17.5429032296434
"realS",0.89,12.5503270786783
"realS",0.23,-0.412351355214789
"realS",0.82,6.8024780147908
"realS",0.82,43.3406859527694
"realS",0.91,2.05871730932122
"realS",0.73,1.01613495883387
"realS",0.84,1.60971630805678
"realS",0.78,2.10051607195772
"realS",0.86,4.28029299552607
"realS",0.17,-2.44160871758709
"realS",0.82,1.65139470710745
"realS",0.87,7.66856608808256
"realS",0.13,-0.443376532211995
"realS",0.14,-0.541990819498728
"realS",0.82,2.2086098309637
"realS",0.82,1.65472788836914
"realS",0.86,1.12105788979142
"realS",0.9,2.17442279937784
"realS",0.8,1.18108183574295
"realS",0.78,1.72915881284987
"realS",0.15,-0.374138296397858
"realS",0.76,1.60776093862786
"realS",0.73,2.99150407799344
"realS",0.86,3.90304926433894
"realS",0.81,1.99299821260263
"realS",0.8,2.10334304068674
"realS",0.81,1.87385639355901
"realS",0.23,-0.324091747106749
"realS",0.26,-0.0903234499826652
"realS",0.24,-0.349461906287162
"realS",0.25,-0.208710035917718
"realS",0.2,-0.35301543864092
"realS",0.21,-3.00674384754218
"realS",0.31,0.174378050072613
"realS",0.28,-0.0590508178083517
"realS",0.21,-0.402902430257634
"realS",0.72,1.3174164521227
"realS",0.08,-0.66223228128483
"realS",0.18,-0.594162743807512
"realS",0.18,-0.445361100742596
"realS",0.11,-1.23406721593973
"realS",0.32,0.0649851442120136
"realS",0.88,3.26161641284625
"realS",0.25,-0.196470819911942
"realS",0.24,-0.130795942031181
"realS",0.16,-0.788979104702624
"realS",0.09,-0.76246428650356
"realS",0.13,-0.566353542211597
"realS",0.74,1.90983351557809
"realS",0.16,-0.475671031740392
"realS",0.1,-0.708139630094073
"realS",0.13,-0.684069993448839
"realS",0.8,2.96102122322129
"realS",0.12,-0.68940888538835
"realS",0.7,1.39080250284558
"realS",0.84,1.38371360488234
"realS",0.92,2.21611436498812
"realS",0.17,-0.39873415041862
"realS",0.23,-0.339964391272822
"realS",0.1,-0.489912326282137
"realS",0.86,4.02921911183647
"realS",0.32,0.0513764450393496
"realS",0.94,5.26799827379901
"realS",0.22,-0.4774156549675
"realS",0.92,6.41317511480715
"realS",0.41,0.858176599486988
"realS",0.88,9.4990989307022
"realS",0.27,-0.229740355949003
"realS",0.29,-0.0165675059968241
"realS",0.92,3.00878132273923
"realS",0.9,4.14570001289513
"realS",0.87,4.31989443188032
"realS",0.85,5.80036254974098
"realS",0.79,1.22517463663674
"realS",0.75,1.11389235658366
"realS",0.11,-0.611015861670631
"realS",0.2,-0.358466928553129
"realS",0.82,2.86366570141289
"realS",0.74,1.28807674649799
"realS",0.16,-0.417949261119911
"realS",0.08,-0.596970160748409
"realS",0.09,-0.620978019681385
"realS",0.15,-0.537403055573836
"realS",0.16,-0.526691423584616
"realS",0.35,0.868174144107169
"realS",0.11,-0.470489051285865
"realS",0.82,1.44528942083815
"realS",0.1,-0.479725468758172
"realS",0.2,-0.351418847465699
"realS",0.07,-0.541980494624824
"realS",0.69,1.6640536160861
"realS",0.8,1.36680676825984
"realS",0.06,-0.76975198846642
"realS",0.02,-0.575159909796619
"realS",0.05,-0.804997544648177
"realS",0.18,-0.429670956010857
"realS",0.12,-0.414907293291395
"realS",0.11,-0.550623497647666
"realS",0.23,-0.224349075765698
"realS",0.86,2.78845677608455
"realS",0.2,-0.315062783684546
"realS",0.36,0.163255181007882
"realS",0.21,-0.266930197494471
"realS",0.8,1.00581140262318
"realS",0.72,1.54260661086124
"realS",0.23,-0.198755796408407
"realS",0.74,1.86514643615581
"realS",0.68,1.01930419101498
"realS",0.25,-0.169020128961609
"realS",0.82,1.11270817438656
"realS",0.85,1.91888697571483
"realS",0.75,2.16008528061369
"realS",0.83,1.77226950985995
"realS",0.05,-1.00647837813486
"realS",0.59,1.09813255579627
"realS",0.77,2.41331811367205
"realS",0.8,2.02828764779979
"realS",0.9,1.22367436725636
"realS",0.82,1.57764136358967
"realS",0.85,1.56615259131161
"realS",0.66,1.59623515832743
"realS",0.79,1.16204833646663
"realS",0.71,1.06969461588133
"realS",0.82,1.70240864289651
"realS",0.8,1.160354539239
"realS",0.65,0.113131008565565
"realS",0.53,0.0327079328745727
"realS",0.64,0.0908693524169532
"realS",0.36,-0.0301900176087216
"realS",0.21,-0.075201961251786
"realS",0.45,0.0110179061672108
"realS",0.22,-0.0649626682233273
"realS",0.31,-0.0426717943215894
"realS",0.26,-0.0553795966168817
"realS",0.25,-0.0576738594316802
"realS",0.15,-0.0885596322061474
"realS",0.5,0.0179209381929123
"realS",0.24,-0.0672749546670719
"realS",0.05,-0.106921388580714
"realS",0.26,-0.0539576236474094
"realS",0.26,-0.053127790889605
"realS",0.15,-0.0835999026601972
"realS",0.37,-0.0169864365049501
"realS",0.57,0.00782487931864189
"realS",0.39,-0.019632882273334
"realS",0.58,0.00630594737173888
"realS",0.3,-0.0439879407677014
"realS",0.41,-0.0236425721064786
"realS",0.29,-0.0461958051824197
"realS",0.32,-0.0352059018855243
"realS",0.54,-0.00272568657072706
"realS",0.24,-0.066631887831594
"realS",0.59,0.0351365086580898
"realS",0.76,0.517169547756836
"realS",0.73,0.446478855977184
"realS",0.19,-0.168406417896904
"realS",0.72,0.416927626321007
"realS",0.82,0.783066689719323
"realS",0.8,0.680668934365421
"realS",0.82,0.618114946220465
"realS",0.81,0.542976350444425
"realS",0.86,0.78655658440066
"realS",0.88,0.73147772733767
"realS",0.89,0.672679958583686
"realS",0.71,0.491060448253213
"realS",0.94,0.859207642015415
"realS",0.8,0.77513223719823
"realS",0.83,0.798482336058611
"realS",0.73,0.554027425002691
"realS",0.7,0.544636968976052
"realS",0.73,0.498621134038405
"realS",0.19,-0.159807661443233
"realS",0.71,0.531743459990039
"realS",0.81,0.521609673059419
"realS",0.65,0.32119085369874
"realS",0.75,0.441711455506232
"realS",0.8,0.521668109748513
"realS",0.77,0.50926208275305
"realS",0.8,0.674673951472333
"realS",0.23,-0.12064729755627
"realS",0.65,0.411453052702073
"realS",0.76,0.513980856983388
"realS",0.67,0.48169538267724
"realS",0.91,0.726233759271175
"realS",0.85,0.580045286334
"realS",0.88,0.694889601149303
"realS",0.73,0.543309408428825
"realS",0.75,0.539517490584119
"realS",0.9,0.614635279546337
"realS",0.87,0.648509623266387
"realS",0.86,0.586340220381679
"realS",0.9,0.690441606312914
"realS",0.81,0.611669467693564
"realS",0.3,-0.0233423030150091
"realS",0.25,-0.0996120743885571
"realS",0.2,-0.151009737366976
"realS",0.21,-0.147554802314799
"realS",0.29,-0.0383254661405846
"realS",0.12,-0.241211814788848
"realS",0.16,-0.227690554069263
"realS",0.07,-0.327570451724844
"realS",0.81,0.671237649356644
"realS",0.06,-0.338514066450695
"realS",0.17,-0.175900832916038
"realS",0.03,-0.369346863631102
"realS",0.76,0.534827577457626
"realS",0.88,0.570830830849716
"realS",0.79,0.569609115779413
"realS",0.78,0.621802794562568
"realS",0.73,0.527569819079102
"realS",0.11,-0.207472782651008
"realS",0.15,-0.198481466273013
"realS",0.09,-0.307046660094199
"realS",0.68,0.382477902965933
"realS",0.1,-0.265130353552462
"realS",0.11,-0.257610126907006
"realS",0.1,-0.249968784935089
"realS",0.11,-0.251828983966605
"realS",0.16,-0.210714347467122
"realS",0.19,-0.14730919736102
"realS",0.87,0.658499504575162
"realS",0.08,-0.316051548981321
"realS",0.15,-0.878428330101253
"realS",0.09,-0.504432164792278
"realS",0.65,1.30822534167613
"realS",0.66,0.980821320401024
"realS",0.06,-0.751965088660727
"realS",0.09,-0.71743366776821
"realS",0.09,-0.887931027899004
"realS",0.19,-0.311393077996781
"realS",0.09,-0.549346595865594
"realS",0.65,1.27852168047082
"realS",0.71,1.19861152040449
"realS",0.85,1.82005862615451
"realS",0.73,1.58333543131417
"realS",0.07,-0.782859464942144
"realS",0.06,-0.915607270569508
"realS",0.09,-0.584826723435047
"realS",0.12,-0.589089824869592
"realS",0.14,-0.426886336371692
"realS",0.3,0.0214904393738023
"realS",0.84,2.17153130825915
"realS",0.08,-0.845356090337966
"realS",0.19,-0.399288147399079
"realS",0.84,2.29966077555795
"realS",0.8,1.69382478918059
"realS",0.23,-0.245963932939622
"realS",0.88,3.60893212983422
"realS",0.86,2.58350084672869
"realS",0.9,2.91007653350772
"realS",0.91,2.82801124722562
"realS",0.81,2.78417075205462
"realS",0.91,3.16112066525356
"realS",0.9,4.02144719754064
"realS",0.9,2.80164873884403
"realS",0.94,3.1201777298679
"realS",0.89,4.77086170779776
"realS",0.91,2.45116298852947
"realS",0.95,3.04816677235635
"realS",0.18,-0.396178077887043
"realS",0.19,-0.31170944754109
"realS",0.22,-0.236998869888256
"realS",0.04,-0.569936509119471
"realS",0.75,1.0447516751654
"realS",0.63,1.26909269501235
"realS",0.67,1.36246474317766
"realS",0.8,1.63446735749067
"realS",0.79,3.42501184159089
"realS",0.21,-0.416988309457701
"realS",0.75,1.99026078217005
"realS",0.16,-0.408156926461641
"realS",0.73,2.79401346340646
"realS",0.73,1.94552254895925
"realS",0.84,3.41590544371439
"realS",0.22,-0.520503841581196
"realS",0.76,3.04835665102308
"realS",0.79,2.70008681553025
"realS",0.14,-0.821965500255473
"realS",0.87,2.84508125115557
"realS",0.83,6.52054594136064
"realS",0.9,9.97810614417081
"realS",0.83,2.69212062235409
"realS",0.8,1.82761493251586
"realS",0.88,2.41174397247528
"realS",0.68,1.37592834396146
"realS",0.83,2.28101440631656
"realS",0.86,3.26907607524396
"realS",0.15,-0.47212275351595
"realS",0.74,1.4058201022986
"realS",0.75,1.60290452468502
"realS",0.82,3.18068317611948
"realS",0.74,2.66372515831605
"realS",0.73,2.94953403208582
"realS",0.75,1.44928124876424
"realS",0.74,2.58576175770448
"realS",0.74,1.56429943028989
"realS",0.83,1.67203067255439
"realS",0.71,1.04206986851483
"realS",0.74,1.26381245719219
"realS",0.82,2.16363953492341
"realS",0.88,2.46755266792247
"realS",0.86,3.00765011816407
"realS",0.25,-0.325508713433885
"realS",0.02,-0.608409136419468
"realS",0.63,0.888968175085293
"realS",0.75,1.86524392640714
"realS",0.7,1.32219923543192
"realS",0.85,6.633186543742
"realS",0.9,5.18723311726167
"realS",0.31,0.227223302015466
"realS",0.89,2.25895507979898
"realS",0.87,3.33388398758973
"realS",0.2,-0.296969256143317
"realS",0.15,-1.07039172885902
"realS",0.22,-0.760556366787088
"realS",0.17,-0.39922356766193
"realS",0.76,2.22782496124493
"realS",0.16,-0.720841066057017
"realS",0.7,1.0204070863537
"realS",0.17,-0.69756259442602
"realS",0.13,-0.560915792009225
"realS",0.14,-0.804490080027038
"realS",0.77,1.33999577851524
"realS",0.11,-0.923061036833593
"realS",0.22,-0.26471625561234
"realS",0.16,-0.32251435383885
"realS",0.19,-0.310959221161597
"realS",0.11,-0.458848413092106
"realS",0.76,1.5533619979862
"realS",0.81,3.12268142476526
"realS",0.82,1.67840910301729
"realS",0.87,2.06259183428357
"realS",0.72,2.60688076657778
"realS",0.81,1.79079660420545
"realS",0.76,0.866494995310911
"realS",0.8,2.1013056515785
"realS",0.18,-0.530023185935641
"realS",0.72,1.82565402909403
"realS",0.24,-0.155638639090244
"realS",0.79,1.97842874683534
"realS",0.69,1.46782834191303
"realS",0.83,2.19363444892791
"realS",0.81,2.66520144912672
"realS",0.81,1.82782321852893
"realS",0.91,1.88832944185732
"realS",0.25,-0.255776741830114
"realS",0.73,1.32908161897391
"realS",0.25,-0.155582893600761
"realS",0.84,2.10383484260539
"realS",0.26,-0.131352191109068
"realS",0.82,3.09187014117041
"realS",0.81,2.28147434767458
"realS",0.24,-0.323711847733393
"realS",0.73,1.58873591571878
"realS",0.93,4.90423735489463
"realS",0.78,1.07218658503837
"realS",0.16,-0.559297342700025
"realS",0.8,2.30469329042808
"realS",0.83,3.50473201311638
"realS",0.11,-1.68273620668276
"realS",0.14,-1.19310191333624
"realS",0.22,-0.476249958881238
"realS",0.12,-0.69129762423301
"realS",0.75,1.91720700227069
"realS",0.14,-0.452503166412882
"realS",0.81,2.03822723235876
"realS",0.82,1.87000469231909
"realS",0.94,2.40621324056263
"realS",0.21,-0.278436859379739
"realS",0.21,-0.67429041627419
"realS",0.85,2.8678716093703
"realS",0.17,-0.364909420040174
"realS",0.18,-0.550322450965805
"realS",0.12,-0.687150418039202
"realS",0.84,2.55352852091926
"realS",0.89,2.52780674759137
"realS",0.18,-0.487868251797394
"realS",0.85,1.55621526832175
"realS",0.33,0.0952436967798998
"realS",0.86,2.56822456884429
"realS",0.71,1.76794919788117
"realS",0.85,2.72721609456671
"realS",0.91,1.22600432237243
"realS",0.11,-0.5480007134822
"realS",0.16,-0.315230599820465
"realS",0.81,2.86862692761027
"realS",0.16,-0.767468818971629
"realS",0.84,2.24347831889733
"realS",0.87,2.29760335392111
"realS",0.07,-1.36050172179471
"realS",0.75,2.38735801297855
"realS",0.26,-0.184952465719337
"realS",0.26,-0.182635286593176
"realS",0.86,1.40124661248453
"realS",0.81,1.81409801814565
"realS",0.09,-0.947925546453567
"realS",0.12,-0.574238082510422
"realS",0.12,-0.567033052506589
"realS",0.78,1.66096046473091
"realS",0.26,-0.113629840713726
"realS",0.32,0.210191498197342
"realS",0.17,-0.449949219339641
"realS",0.97,1.80164182640149
"realS",0.79,1.33579446952748
"realS",0.86,1.76873795331772
"realS",0.82,2.62115241440125
"realS",0.18,-0.636164431144586
"realS",0.12,-0.653013035511409
"realS",0.14,-0.542979365909799
"realS",0.15,-0.445578543191862
"realS",0.19,-0.512750532968285
"realS",0.16,-0.617878812697038
"realS",0.82,1.88615029414749
"realS",0.83,1.54606057282093
"realS",0.2,-0.422162048483326
"realS",0.25,-0.193364931987711
"realS",0.15,-0.464186512627183
"realS",0.8,1.36840304872921
"realS",0.18,-0.364263186827649
"realS",0.15,-0.498636986498246
"realS",0.14,-0.506070564741057
"realS",0.76,1.18463513951718
"realS",0.88,2.25675268418094
"realS",0.91,2.22198143506469
"realS",0.15,-0.413573734466241
"realS",0.78,2.91414105001569
"realS",0.15,-0.452379708056768
"realS",0.76,7.20754825800148
"realS",0.1,-0.671274673318005
"realS",0.1,-1.35891566243113
"realS",0.18,-0.409125504202082
"realS",0.86,1.59037237023666
"realS",0.19,-0.37162603122739
"realS",0.69,0.983865318753115
"realS",0.35,0.655421190198827
"realS",0.86,5.59536688593386
"realS",0.8,2.84978508631746
"realS",0.83,2.11154574112188
"realS",0.92,2.40959040003084
"realS",0.21,-0.337192016204737
"realS",0.92,2.36829352448813
"realS",0.95,3.79077096144064
"realS",0.86,3.92821571845557
"realS",0.64,1.14312816391034
"realS",0.1,-0.556285962299359
"realS",0.82,1.49864415091373
"realS",0.27,-0.119659434910287
"realS",0.74,3.59456933326288
"realS",0.95,7.83995025896312
"realS",0.87,2.27750712981506
"realS",0.18,-0.443957028387007
"realS",0.88,4.79644338083232
"realS",0.88,2.61718020923552
"realS",0.79,1.9652766230971
"realS",0.7,2.28600568092993
"realS",0.73,1.22500801934994
"realS",0.83,2.18594072773217
"realS",0.25,-0.171890910761954
"realS",0.91,2.47017603578161
"realS",0.71,1.74177431979453
"realS",0.21,-0.296350374460241
"realS",0.22,-0.172948395533685
"realS",0.92,1.93228950708961
"realS",0.15,-0.435040660314319
"realS",0.93,1.36186038176934
"realS",0.82,2.12671937243731
"realS",0.83,5.36628772731627
"realS",0.91,1.54965748388583
"realS",0.93,2.30037434935118
"realS",0.17,-0.420080665046019
"realS",0.06,-0.505493903668164
"realS",0.06,-0.56871473148354
"realS",0.06,-0.767881630840741
"realS",0.7,1.08315802089642
"realS",0.01,-0.931650152423744
"realS",0.66,1.32868504084471
"realS",0.74,1.12904024057474
"realS",0.06,-0.621413377173094
"realS",0.73,1.317536511483
"realS",0.77,1.20368664099298
"realS",0.76,0.945023932519183
"realS",0.12,-0.462581887567915
"realS",0.82,1.10599189341589
"realS",0.14,-0.795428991571372
"realS",0.12,-0.473687254738875
"realS",0.05,-0.730385922982232
"realS",0.71,1.14273327128069
"realS",0.19,-0.513623127646035
"realS",0.85,1.82183550102423
"realS",0.88,3.01429795164564
"realS",0.17,-0.505208807436515
"realS",0.72,1.09481804614402
"realS",0.83,3.2073713959987
"realS",0.78,1.13275818755968
"realS",0.08,-0.33215230964415
"realS",0.83,0.652365579405716
"realS",0.27,-0.0697887632657872
"realS",0.6,0.208247641084502
"realS",0.15,-0.229987342854564
"realS",0.16,-0.199064618240723
"realS",0.16,-0.22607780697612
"realS",0.92,0.961820082138647
"realS",0.71,0.526796557890734
"realS",0.22,-0.131062761556126
"realS",0.2,-0.172475415340681
"realS",0.11,-0.30838829326371
"realS",0.8,0.460420656635226
"realS",0.7,0.374548895990902
"realS",0.13,-0.203614359827287
"realS",0.72,0.465516293253744
"realS",0.68,0.47850418120042
"realS",0.81,0.631642601527664
"realS",0.66,0.364894732440618
"realS",0.25,-0.0876345833362598
"realS",0.11,-0.239852316923444
"realS",0.04,-0.329224692121134
"realS",0.62,0.343904940546239
"realS",0.22,-0.126333956270992
"realS",0.16,-0.191549256046854
"realS",0.71,0.454975391178525
"realS",0.83,0.454457556599471
"realS",0.64,0.380672072681249
"realS",0.06,-0.111783764948937
"realS",0.35,-0.0259335580050791
"realS",0.2,-0.0905117637889864
"realS",0.15,-0.0993738368637238
"realS",0.6,0.0478159960971098
"realS",0.23,-0.0638724972190019
"realS",0.3,-0.0453388108225741
"realS",0.21,-0.068136713569987
"realS",0.44,-0.00858466176953606
"realS",0.67,0.0679330242107681
"realS",0.24,-0.0661854954944506
"realS",0.27,-0.0504252417363082
"realS",0.22,-0.0748560401779849
"realS",0.31,-0.0417667862391396
"realS",0.26,-0.0555785373293205
"realS",0.4,-0.0147559205451226
"realS",0.27,-0.0518088411795102
"realS",0.42,-0.0158330435935122
"realS",0.11,-0.0797233579455424
"realS",0.23,-0.0606015028903761
"realS",0.23,-0.0690309411720041
"realS",0.42,-0.00976318614880749
"realS",0.26,-0.0575395440128679
"realS",0.31,-0.0358393658956749
"realS",0.18,-0.0851526924236286
"realS",0.36,-0.0266304479428899
"realS",0.25,-0.0590626334313437
"realS",0.22,-0.0678622415315899
"realS",0.49,0.0176456248072153
"realS",0.38,-0.0118960072054305
"realS",0.54,0.0224218861715038
"realS",0.73,0.121157605689743
"realS",0.78,0.121072163427187
"realS",0.45,-0.00589682822859916
"realS",0.42,-0.00908841143279526
"realS",0.21,-0.128820302604756
"realS",0.15,-0.206073267915131
"realS",0.11,-0.269860825609654
"realS",0.67,0.382853835108369
"realS",0.75,0.454175285275149
"realS",0.72,0.467072596603192
"realS",0.81,0.506911055848997
"realS",0.94,0.847589892119498
"realS",0.3,-0.0280678101070469
"realS",0.85,0.639947773902479
"realS",0.28,-0.0516911729844538
"realS",0.27,-0.0631641974197009
"realS",0.79,0.516324312252928
"realS",0.71,0.344505759919558
"realS",0.27,-0.0651909984989035
"realS",0.23,-0.11054022972777
"realS",0.27,-0.0654781828018825
"realS",0.86,0.737028176058419
"realS",0.9,0.600363677869835
"realS",0.11,-0.218450390577608
"realS",0.79,0.635789716077201
"realS",0.24,-0.104055522320477
"realS",0.66,0.412926241560429
"realS",0.78,0.548298187546096
"realS",0.72,0.524824727096541
"realS",0.21,-0.059525157706174
"realS",0.37,-0.0364859400999355
"realS",0.55,-0.0185984977397911
"realS",0.19,-0.0662599711734558
"realS",0.65,0.0136621888719263
"realS",0.64,0.00814054509714025
"realS",0.39,-0.0396559621492848
